KOs,Astragalus sinicus1,Astragalus sinicus2,Astragalus sinicus3,Astragalus sinicus4,Melilotus officinalis1,Melilotus officinalis2,Melilotus officinalis3,Melilotus officinalis4,Vicia villosa1,Vicia villosa2,Vicia villosa3,Vicia villosa4,Pisum sativum1,Pisum sativum2,Pisum sativum3,Pisum sativum4,Trifolium incarnatum1,Trifolium incarnatum2,Trifolium incarnatum3,Trifolium incarnatum4,Medicago sativa1,Medicago sativa2,Medicago sativa3,Medicago sativa4,Fagopyrum tataricum1,Fagopyrum tataricum2,Fagopyrum tataricum3,Fagopyrum tataricum4,Brassica juncea1,Brassica juncea2,Brassica juncea3,Brassica juncea4,Cichorium intybus1,Cichorium intybus2,Cichorium intybus3,Cichorium intybus4,Lolium multiflorum1,Lolium multiflorum2,Lolium multiflorum3,Lolium multiflorum4,Triticum turgidum1,Triticum turgidum2,Triticum turgidum3,Triticum turgidum4
K16081,202.068,193.326,136.565,151.376,112.344,89.871,125.567,108.46,121.523,112.525,117.658,105.491,70.775,47.555,108.948,34.619,151.759,117.915,161,104.354,200.59,183.127,165.932,56.915,5.987,45.335,5.383,168.851,159.265,214.969,196.778,81.824,158.837,188.503,150.572,178.616,124.536,44.849,8.418,50.585,61.205,30.629,1.873,45.008
K16087,297.457,254.082,151.057,253.063,212.032,219.976,195.267,200.278,458.205,293.694,268.297,341.516,187.494,187.422,280.503,186.976,182.199,201.718,172.453,173.118,240.338,253.977,224.927,147.917,107.613,138.396,107.674,223.319,405.96,250.787,237.688,152.892,186.367,220.245,189.317,264.394,277.898,110.452,103.48,103.48,106.101,98.784,113.962,126.046
K16088,629.178,595.852,354.671,431.271,366.812,382.823,355.991,335.719,1699.852,787.677,821.963,878.479,319.75,222.593,444.513,143.333,392.836,349.336,441.465,344.957,646.91,425.13,432.492,120.668,42.769,198.707,56.057,484.7,963.947,583.615,539.256,233.321,437.946,486.049,400.89,536.011,922.823,144.848,45.24,140.835,156.133,89.648,19.197,171.603
K16089,87.021,85.421,153.318,150.152,367.838,189.49,201.797,143.154,401.858,373.799,278.885,358.595,316.784,373.897,267.191,298.221,178.081,253.039,200.494,271.429,181.687,141.725,138.028,154.388,209.504,204.938,202.207,125.332,102.383,121.985,161.407,139.106,67.321,50.138,72.397,69.528,406.279,113.819,309.986,199.013,237.324,313.905,359.218,241.943
K16090,345.963,282.978,322.903,247.66,277.562,353.605,342.187,352.894,322.519,305.092,354.748,316.095,318.512,286.609,269.649,343.672,317.305,272.056,339.301,328.863,291.041,236.922,247.746,377.018,277.447,294.294,258.834,278.107,353.809,303.958,310.979,258.944,258.224,327.436,297.942,299.74,296.695,216.223,265.067,207.123,224.436,206.659,270.855,215.181
K16091,326.141,288.262,201.546,350.935,174.609,147.751,186.885,154.921,289.2,239.635,204.414,226.594,153.987,134.614,210.131,100.24,232.306,184.095,228.855,176.573,267.109,283.621,260.716,133.945,74.958,97.992,50.797,216.695,407.485,306.945,261.997,140.945,243.556,255.521,210.115,256.344,202.364,86.186,77.194,85.999,97.122,74.2,70.467,97.8
K16092,279.962,267.961,225.946,273.99,289.249,303.83,288.54,289.346,254.614,252.132,232.333,279.242,322.182,333.499,316.771,374.966,255.912,273.119,251.494,257.455,263.388,298.204,284.677,375.944,315.923,298.317,328.267,268.255,326.284,280.451,286.567,257.689,263.763,261.414,263.534,285.081,274.439,221.988,376.777,224.65,227.632,237.159,343.467,226.301
K16093,13.792,20.503,6.98,3.618,19.754,6.767,8.862,8.341,3.687,6.019,7.139,5.047,7.675,22.656,19.948,11.978,10.963,3.936,6.611,8.193,15.258,17.782,16.168,7.648,7.378,4.183,5.698,7.963,6.885,11.312,11.491,14.543,10.144,5.652,10.127,8.525,2.921,15.852,14.409,10.098,11.666,10.631,20.503,8.673
K16094,1.416,1.646,3.239,1.621,3.457,3.546,2.324,2.262,1.651,4.377,2.665,1.645,2.351,2.399,4.033,2.865,2.73,2.225,3.562,2.941,2.304,1.394,2.384,2.466,2.669,3.745,3.23,1.306,1.508,1.991,1.31,2.589,5.051,3.235,2.204,1.981,0.912,1.396,5.239,2.384,3.179,2.587,5.232,2.185
K16095,137.868,108.942,59.223,144.13,67.423,44.195,54.751,57.378,97.856,54.228,50.771,55.099,57.8,59.045,127.877,45.353,67.177,54.763,71.553,49.569,94.225,161.887,122.71,33.705,8.857,19.652,7.432,63.629,217.769,88.687,90.239,48.818,79.119,101.8,72.531,69.623,126.58,26.506,19.433,32.56,37.183,32.332,29.334,35.176
K16098,0.15,0.091,0.272,0.154,0.568,0.452,0.486,0.847,0.215,0.268,0.679,0.143,0.914,0.408,0.288,0.955,0.239,0.188,0.189,0.15,0.047,0.231,0.119,0.069,0.409,0.167,0.515,0.227,0.225,0.295,0.28,0.347,0.105,0,0.074,0.197,0.155,0.574,0.171,0.357,0.411,0.68,0.825,0.623
K16101,0,0,0.068,0.218,0,0,0,0,0,0,0,0.084,0,0,0,0,0,0,0,0,0,0,0.057,0.082,0,0,0,0.098,0.156,0.165,0,0.427,0,0,0,0,0,0.162,0,0,0,0,0,0
K16102,0.052,0.712,0.113,0.324,0.164,0.137,0.125,0,0.139,0.077,0.055,0.029,0.124,0.679,0.16,0.236,0,0.061,0.021,0,0.022,0,0.04,0.105,0.174,0.27,0.229,0,0,0.051,0.175,0.044,0.412,0.165,0.383,0.141,0,1.379,0.095,0.547,0,0,0.188,0.117
K16119,34.828,65.332,35.958,16.339,34.019,22.793,23.045,34.456,13.31,28.704,23.751,18.597,22.714,17.382,28.999,18.475,44.372,35.822,45.016,30.404,45.775,45.826,36.925,19.176,8.733,11.258,10.48,23.852,16.435,43.998,36.568,18.766,50.352,37.266,26.21,36.994,8.19,20.119,9.977,15.002,18.907,14.712,12.25,17.129
K16120,16.355,17.899,24.68,10.615,16.791,24.799,17.209,18.912,10.162,17.215,13.361,12.655,10.469,28.646,20.158,15.61,26.882,16.241,17.137,16.789,14.931,18.35,14.101,11.717,9.65,9.699,11.936,14.648,8.712,19.631,15.248,14.326,26.415,20.402,17.447,15.711,4.795,26.234,15.889,20.408,20.121,13.456,16.214,17.153
K16121,1.836,1.941,2.438,1.374,0.54,0.628,1.83,1.218,1.084,0.685,1.713,1.098,1.55,1.595,1.156,1.632,1.888,1.864,2.285,0.968,0.742,1.347,1.269,1.946,2.988,1.39,2.206,1.63,0.617,1.286,2.15,1.324,2.266,1.823,1.097,1.195,0.985,3.412,2.041,1.739,3.07,1.561,2.738,2.285
K16122,2.486,1.29,1.376,1.42,6.558,8.694,2.505,1.047,9.461,5.684,5.635,4.523,8.278,9.414,4.469,5.803,2.524,1.176,0.92,1.192,0.875,0.793,1.008,3.913,1.279,1.17,2.143,0.746,0.741,1.068,1.384,2.785,1.18,0.449,1.34,0.783,3.014,1.253,7.495,4.485,2.729,2.36,7.167,4.17
K16123,20.467,18.101,16.258,8.105,10.227,9.674,17.47,11.478,9.632,13.244,13.272,13.321,51.194,19.431,19.684,12.183,29.018,20.408,27.124,15.884,16.826,15.298,11.64,6.809,8.298,8.909,10.275,14.132,14.8,27.265,22.733,13.478,19.403,20.69,16.021,20.588,8.753,14.67,13.384,16.384,18.003,15.867,13.342,17.936
K16124,23.431,31.795,20.972,16.878,68.151,13.938,37.839,27.154,38.423,24.162,15.089,41.271,54.187,104.68,103.822,61.984,40.592,19.529,21.356,32.891,50.65,52.834,110.166,30.509,26.816,22.196,28.013,45.865,25.578,35.776,39.454,36.593,43.509,15.512,18.428,33.615,17.849,20.213,36.651,49.013,69.817,117.982,162.585,64.734
K16125,265.17,303.839,241.726,759.19,121.455,175.607,184.363,178.617,205.666,131.538,141.063,131.379,96.124,232.728,285.36,141.839,156.066,130.614,171.485,146.65,172.689,685.04,259.47,106.885,252.399,129.183,180.424,235.087,99.246,181.033,190.411,140.135,236.223,248.234,205.663,168.532,144.772,225.558,194.708,183.832,177.393,155.822,262.598,163.365
K16126,5.272,4.327,11.029,33.271,1.518,1.302,1.885,2.971,0.414,0.82,0.786,0.639,4.187,10.942,5.287,2.221,0.822,4.685,2.965,0.793,5.974,35.612,5.19,0.682,0.872,1.461,0.129,1.034,0.532,2.562,1.558,0.708,6.068,2.813,3.261,5.164,0.136,0.3,0.067,0.918,1.071,0.591,0.51,2.075
K16127,16.332,17.975,21.574,16.407,23.187,14.585,14.749,22.623,12.016,27.253,21.029,17.945,24.014,13.815,9.873,20.817,21.464,36.057,42.2,26.51,29.641,41.612,15.934,12.787,9.357,6.287,9.868,8.663,8.932,31.414,20.466,10.007,16.422,19.492,24.326,20.45,11.555,13.69,7.062,10.843,13.54,9.456,8.264,12.639
K16128,0.491,0.561,0.923,0.749,1.054,1.15,10.838,1.91,1.699,2.942,1.365,4.408,4.478,9.348,3.287,5.094,0.652,0.753,2.521,1.004,0.428,0.4,0.533,1.971,5.366,2.675,2.772,1.925,0.483,0.383,1.985,2.661,2.002,1.261,0.488,1.465,3.378,5.789,4.279,4.61,4.686,4.622,5.641,5.52
K16129,4.123,5.987,8.895,9.197,8.87,12.648,6.534,10.239,5.006,8.111,7.934,9.595,19.472,77.82,44.387,18.504,5.915,6.037,4.561,7.752,3.618,5.773,6.209,28.339,32.849,14.425,23.233,6.358,1.503,3.227,4.979,10.767,2.965,16.798,3.573,4.893,11.993,6.671,22.691,10.131,9.691,14.339,27.504,9.097
K16130,109.202,127.125,127.581,118.513,77.225,316.74,111.017,264.078,88.685,103.4,94.792,96.562,48.485,83.492,107.161,69.644,157.235,101.073,153.599,110.102,108.138,122.525,107.308,90.663,128.722,77.95,128.45,114.2,68.041,150.614,140.629,106.637,125.167,151.073,125.762,127.176,54.66,124.072,121.08,102.729,108.368,109.915,179.042,95.206
K16131,196.713,221.458,160.751,108.802,132.744,96.971,131.991,121.238,121.341,129.587,120.181,116.435,67.685,78.436,138.556,79.573,204.534,127.724,182.915,131.244,155.028,197.809,191.335,78.898,102.024,76.349,96.224,177.946,93.697,204.015,189.821,130.693,181.573,188.524,183.122,170.093,79.419,110.526,98.755,107.041,113.049,87.954,145.364,109.189
K16132,15.572,12.394,11.394,11.854,65.067,15.432,22.549,13.724,10.77,17.396,14.97,13.362,18.427,25.715,23.875,9.249,12.622,20.721,28.916,31.176,17.9,16.861,16.98,12.815,26.523,13.677,22.017,13.206,3.915,6.182,13.169,9.926,11.355,8.027,7.639,6.688,7.985,11.824,20.019,8.441,10.802,12.514,36.194,15.216
K16135,981.42,1074.799,861.857,938.302,747.512,773.846,772.24,847.872,870.047,825.857,731.207,760.062,757.353,532.708,818.835,543.638,938.094,855.866,948.03,750.317,971.814,895.624,1009.658,789.016,304.948,409.376,199.836,738.645,988.703,1051.832,898.448,551.587,813.987,930.193,840.958,888.22,814.568,333.446,189.917,375.943,413.084,297.095,147.086,353.832
K16136,30.056,0.78,6.446,36.424,21.901,26.106,5.696,15.879,11.643,13.756,10.431,21.075,6.99,3.115,1.781,0.908,1.379,70.328,0.395,0.719,3.068,1.934,12.933,4.289,1.606,4.964,0.866,5.894,15.812,3.901,0.465,2.066,6.976,5.766,10.521,18.545,7.936,1.473,0.247,2.15,1.405,2.011,0.836,1.308
K16137,1068.186,907.607,809.991,996.328,893.071,890.522,805.871,893.686,803.294,890.109,809.115,836.07,949.004,824.823,865.158,873.217,912.523,827.371,908.853,923.141,936.855,851.858,871.68,813.56,372.91,579.464,368.289,813.449,880.559,995.055,915.601,619.034,710.707,812.826,761.966,818.094,829.871,479.787,386.386,525.116,564.885,545.943,389.29,552.183
K16138,12.655,33.424,5.31,1.619,9.231,3.291,5.866,6.292,4.651,10.874,6.317,10.733,6.118,4.96,49.708,5.548,11.744,3.451,2.883,4.174,5.93,10.311,16.241,8.591,19.384,15.127,18.129,3.62,14.376,5.227,4.797,6.455,15.735,8.452,12.575,6.079,8.235,4.17,15.229,6.142,4.202,5.323,24.105,3.976
K16139,0.831,1.842,2.014,1.503,1.398,2.044,1.848,2.37,7.747,6.234,4.528,10.201,2.039,3.889,1.777,2.981,1.894,1.449,1.464,2.037,0.866,1,1.029,4.345,11.064,7.274,17.008,3.124,0.743,1.337,2.106,6.501,3.185,3.208,1.547,2.468,2.539,11.715,10.07,7.99,6.431,8.786,8.887,3.87
K16140,0,0,0.162,0,0.389,0.165,0,0.618,2.703,6.388,1.521,5.096,0,0,1.152,0.042,0,0,0,0,0,0,0,0,0.094,0.406,0.062,0.109,0,0,0,0,0,0.946,0,0.075,0,0,0,0,0,0,0,0
K16146,1.061,3.657,2.787,3.463,1.249,1.538,1.637,2.67,4.682,1.337,4.013,4.225,2.495,3.469,2.244,4.71,2.773,1.394,2.402,3.378,1.123,1.152,0.861,4.426,18.071,1.444,21.182,7.625,1.876,3.316,4.36,17.341,9.909,6.758,8.316,5.208,6.508,28.355,9.366,23.12,23.224,19.923,10.168,15.877
K16147,227.089,267.372,198.084,208.399,154.825,140.994,190.565,165.402,184.513,179.205,187.45,163.319,144.334,173.239,202.425,158.158,237.99,178.16,230.817,208.581,211.648,228.173,205.15,158,214.728,148.218,230.62,261.075,198.122,284.932,276.373,252.889,284.132,263.128,239.612,244.456,216.539,355.962,178.969,308.073,289.075,247.265,154.471,280.878
K16148,24.331,34.761,49.139,37.621,37.869,53.98,55.01,55.219,58.591,49.179,59.048,65.848,76.949,131.302,76.56,103.189,48.55,70.511,38.858,65.696,29.116,30.16,30.341,78.365,152.475,86.473,196.793,81.561,19.856,33.74,54.581,122.871,83.649,57.308,62.601,51.747,128.833,192.458,143.901,165.337,141.024,159.676,162.851,147.073
K16149,12.061,14.278,21.82,18.025,33.839,32.786,32.637,26.767,74.413,38.696,36.494,41.709,26.623,34.988,28.52,45.586,22.963,14.964,17.912,34.49,14.761,13.102,15.078,37.419,112.036,70.482,145.628,51.834,14.428,21.26,29.487,98.868,67.305,38.315,56.918,45.2,77.518,132.551,96.333,118.4,96.007,103.448,99.429,117.742
K16150,23.282,24.69,29.481,40.978,41.665,88.834,53.457,71.148,32.443,37.06,35.403,40.629,56.705,64.058,69.052,66.662,50.172,38.395,30.338,60.219,20.164,27.022,29.812,88.688,106.421,87.008,122.482,69.616,19.379,50.997,53.169,90.139,52.179,34.834,47.104,49.98,41.256,118.182,101.691,98.962,79.193,86.839,94.352,97.898
K16152,32.837,19.688,5.178,2.63,1.797,10.091,3.239,2.212,83.059,38.106,46.481,48.192,3.767,2.706,37.74,0.451,0.212,1.605,0.351,0.527,3.29,2.127,0.238,0.116,0.354,4.056,0.095,5.533,80.339,2.533,3.877,0.636,3.427,0.026,0.299,2.491,32.755,1.262,0.044,1.026,0.822,0.481,0,0.57
K16153,0.353,0.236,0.748,0.544,0.582,0.809,0.815,0.663,0.612,0.706,0.773,1.143,1.633,0.885,3.677,7.254,0.301,1.084,0.264,0.618,0.577,0.2,0.415,0.776,0.27,0.82,0.231,0.789,0.434,0.575,0.791,1.947,0.623,0.884,1.329,1.715,0.957,1.483,0.571,2.958,1.434,2.158,0.335,1.627
K16157,0.404,0.419,1.508,0.487,1.349,1.751,1.827,1.163,1.076,0.455,2.038,0.22,0.136,0.776,0.763,0.76,0.655,0.335,0.815,0.105,0.575,0.593,0.433,0.789,0.659,0.196,0.175,0.166,0.332,0.19,0.859,0.47,0.446,0.788,0.5,0.402,0.288,0.443,0.116,0.672,1.023,0.228,0.268,0.809
K16158,0.228,0.388,1.054,0.11,0.81,1.435,0.655,0.581,0.598,0.424,0.645,0.059,0.231,0.66,1.3,0.556,0.602,0.182,0.485,0.084,0.651,0.417,0.542,0.486,0,0.137,0,0.028,0.359,0.067,0.518,0.332,0.099,0.348,0.348,0.217,0,0,0,0.448,0.847,0.102,0.247,0.219
K16159,0.449,0.338,0.434,0.225,1.126,1.789,0.562,0.916,0.449,0.327,0.515,0.121,0.208,0.112,0.221,0.289,0.446,0.179,0.461,0,0.549,0.532,0.284,0.226,0,0,0,0,0.148,0,0.289,0.242,0.211,0.288,0.405,0.422,0,0.185,0,0.081,0.164,0,0.086,0.673
K16160,0.234,0.38,0.616,0.278,1.066,1.488,1.131,0.86,0.587,0.461,1.517,0.109,0,0.61,0.449,0.746,0.257,0.456,0.651,0.208,0.563,0.647,0.573,0.803,0,0,0.217,0,0.196,0.384,0.41,0,0.36,0.376,0.229,0.145,0,0.224,0.282,0,0,0.568,0,0.676
K16161,0.221,0.194,0.692,0.176,1.021,1.907,1.915,1.019,0.758,0.773,1.197,0.07,0.159,0.679,0.494,0.755,0.256,0.719,0.387,0.11,0.874,0.686,0.364,0.334,0.227,0,0.056,0.147,0.279,0.23,0.32,0.152,0.368,0.186,0.371,0.077,0.039,0.181,0.055,0.335,0.339,0.227,0.077,0.135
K16163,1.624,4.374,4.547,4.842,0.643,1.684,2.517,1.363,3.363,2.575,3.67,3.509,1.837,3.137,2.272,2.678,5.161,1.982,3.103,5.564,1.75,1.584,0.697,4.475,19.879,3.593,26.834,8.244,1.908,4.368,5.735,16.482,8.284,5.589,7.134,3.521,8.398,27.533,9.394,25.451,22.056,25.911,14.688,19.242
K16164,57.775,107.962,87.17,89.812,98.202,93.754,94.462,101.181,74.044,75.228,86.627,76.359,109.295,110.561,131.228,125.107,127.253,79.739,119.663,116.474,60.443,100.378,87.516,190.353,166.564,131.118,144.509,75.563,29.672,52.67,56.645,109.259,82.25,70.223,86.991,61.113,80.444,135.13,124.68,128.606,116.814,127.876,146.572,115.644
K16165,134.87,122.505,159.096,162.775,179.462,199.994,163.024,205.503,112.291,139.733,137.765,132.891,186.483,156.067,164.031,200.491,148.207,110.216,117.386,147.713,93.414,118.522,156.164,251.281,165.716,149.631,125.476,126.942,76.387,113.606,117.416,153.501,107.369,94.011,107.561,104.975,102.503,94.664,120.222,107.746,104.621,107.705,106.601,110.593
K16167,16.268,24.058,31.246,26.61,34.942,26.983,42.895,35.899,44.264,63.213,50.606,52.612,87.171,105.861,63.169,90.789,42.923,40.518,53.154,65.316,32.685,32.955,22.8,47.817,111.063,84.806,124.594,49.154,14.307,38.34,53.473,72.171,38.232,28.799,36.431,27.173,75.367,98.925,128.366,106.777,105.367,119.216,134.954,104.582
K16168,5.123,6.586,12.217,10.234,12.446,17.071,13.448,16.927,11.291,12.353,14.014,17.162,24.86,28.406,14.8,37.665,13.766,9.405,9.307,21.165,5.205,6.294,5.361,25.036,77.231,70.501,85.425,24.04,6.054,7.775,10.593,33.391,24.031,17.741,21.719,12.527,26.928,57.956,68.636,56.373,41.465,52.742,69.019,47.083
K16169,0.041,0,0.08,0,0.117,0.077,0.11,0,0.261,0,0.174,0.092,0.839,0.559,0.268,0,0.202,0.167,0.066,0,0.323,0.063,0.175,0.305,0,0.202,0,0,0.707,0.215,0,0.361,0,0.091,0.207,0,0.512,0,0,0,0.43,0.333,0,0.368
K16171,151.634,171.316,225.088,167.784,207.697,230.397,212.2,220.609,122.839,145.695,160.945,135.954,243.413,242.563,235.367,282.85,192.07,151.977,189.668,219.337,134.373,183.213,186.159,307.023,182.9,136.049,168.69,107.74,60.397,99.393,104.888,156.884,125.67,105.722,108.796,103.356,133.186,133.571,183.81,143.215,146.469,149.571,164.782,148.391
K16173,5.966,7.167,11.971,5.668,7.643,9.416,9.902,8.773,12.893,10.656,15.908,13.992,10.566,13.572,9.2,16.833,10.872,5.956,7.149,13.389,6.14,5.57,6.25,21.914,90.056,103.298,90.863,27.799,7.422,11.072,17.311,45.716,30.294,19.969,28.404,19.249,18.203,74.191,84.098,59.313,60.21,65.623,105.494,67.933
K16174,0,0,0,0,0,0,0,0,0,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,3.154,0,0,0,0,0,0,0
K16175,0,0,0.035,0,0,0,0,0,0,0,0,0.086,0.086,0,0.083,0,0,0,0,0,0,0,0,0.12,0.439,0.536,1.562,0,0,0,0,0,0,0,0,0,0,0,1.362,0.196,0,0,0.503,0
K16176,0.095,0.183,0.63,0.407,0.667,0.263,0,0.254,0.251,0.391,0.186,0.549,0.159,0.442,0.16,0.425,0.351,0.098,0.43,0.512,0.174,0,0.028,0.183,2.927,0.671,3.413,0.729,0.331,0.585,0.926,0.938,2.212,1.688,1.642,1.45,0.959,7.121,3.572,3.851,3.483,4.239,2.487,2.814
K16177,0.132,0.237,0.064,0.055,0.065,0.106,0,0.087,0.413,0.079,0.327,0.314,0.251,0.306,0.076,0.045,0.359,0.167,0.127,0.201,0.182,0.195,0.053,0.095,2.374,1.097,1.61,0.564,0.364,0.374,0.434,0.366,0.993,0.828,1.418,1.141,0.375,1.775,1.319,1.448,0.896,2.427,0.992,1.55
K16178,0.15,0.66,0.078,0.109,0.585,0.069,0.108,0.17,0.201,0.469,0.241,0.438,0.266,0.184,0.115,0.27,0.368,0,0.421,0.188,0.208,0.451,0.044,0.254,1.66,0.148,5.132,0.731,0.17,0.171,0.218,0.752,3.406,1.194,0.468,0.878,1.896,4.952,1.445,3.473,1.074,2.762,2.605,2.611
K16179,0.139,0.209,0.259,0.219,0.185,0.153,0.497,0.317,0.392,0.163,0.348,0.441,0.185,0.266,0.51,0.588,0.308,0.496,0.066,0.437,0.106,0.118,0.13,0.175,1.507,1.222,2.727,0.358,0.324,0.299,0.293,1.014,1.869,0.968,0.774,1.001,1.195,2.982,1.34,1.447,0.814,2.14,1.568,2.49
K16180,0.143,0.15,0,0.149,0.048,0.094,0.296,0.308,0.329,0.087,0.034,0.26,0.413,0.124,0,0.082,0.135,0.148,0.051,0.097,0.023,0.065,0.101,0.119,0.879,0.117,1.509,0.915,0.117,0.258,0.341,0.853,1.116,0.835,0.485,0.652,0.753,2.092,1.738,0.965,1.051,1.623,1.279,2.001
K16181,0.216,0.352,0.046,0.03,0.182,0.11,0.258,0.322,0.152,0.194,0.172,0.407,0.3,0.049,0.196,0.065,0.132,0.108,0.106,0.404,0.107,0.156,0,0.299,0.926,0.243,2.18,0.571,0.299,0.177,0.236,0.365,1.061,0.628,1.869,0.338,0.723,2.146,0.417,1.032,2.069,1.557,1.258,1.533
K16182,0.112,0,0.402,0.292,0.07,0.153,0.045,0.385,0.224,0.041,0.091,0.184,0.122,0.054,0.094,0.08,0.073,0.252,0.067,0.223,0.16,0.032,0.11,0.821,0.565,0.099,1.171,0.453,0.119,0.23,0.131,0.367,0.513,0.092,1.036,0.201,0.691,0.781,1.259,1.062,0.937,0.562,1.111,0.906
K16183,0.762,0.817,0.732,1.237,0.912,1,1.762,1.022,1.257,0.721,0.566,1.079,1.308,2.656,1.187,1.93,0.897,0.565,0.702,1.143,0.473,0.387,0.374,1.029,5.646,1.128,10.152,2.77,0.989,1.108,1.293,6.002,5.189,2.741,2.975,2.32,3.497,10.469,5.494,6.213,6.955,6.732,4.835,5.79
K16185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.323,0,0,0,0,0,0,0
K16186,0,0,0,0,0,0,0,0,0,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.017,0,0,0,0,0,0,0
K16190,0,0.318,0.08,0.035,0.058,0.503,0.207,0.165,0.164,0.042,0.14,0.156,0.416,0.334,0.225,0.283,0.213,0,0.196,0.113,0.036,0,0.24,1.652,2.455,3.696,2.023,0.26,0.144,0.166,0.087,0.969,0,0.193,0.415,0.201,9.837,0,0.925,0.712,0.689,0.267,1.711,0.097
K16191,7.756,3.463,9.521,12.115,5.801,8.685,7.335,6.884,4.683,9.687,2.467,5.596,19.73,9.562,28.151,17.274,15.979,21.01,6.903,6.509,10.784,7.873,8.071,6.733,0.804,10.505,0.488,12.246,4.687,26.101,13.766,11.381,3.022,4.746,5.085,22.099,4.084,3.141,3.554,4.088,4.674,2.935,0.813,4.501
K16193,0,0.031,0.072,0.041,0,0,0.276,0,0,0,0,0,0,0,0,0,0.091,0.129,0.042,0,0,0,0,0.158,0.194,0,0.364,0.051,0.032,0.427,0,0.265,0.22,0.197,0.065,0,0,1.936,0.071,0.28,0.629,0.452,0.16,0.347
K16194,0,0,0.06,0,0.056,0.062,0.169,0.059,0,0,0,0.149,0,0,0,0.084,0.173,0.055,0,0,0,0,0,0.066,0,0,0,0.13,0.054,0.057,0.069,0,0.162,0,0.083,0.076,0,0.214,0.121,0.277,0.397,0.133,0,0
K16195,0.124,0,0,0,0.169,0.07,0.044,0.178,0.132,0.042,0.079,0,0.225,0.098,0.173,0.209,0.131,0.034,0.12,0.041,0.035,0.066,0,0.225,0.527,0.535,0.938,0.112,0.359,0.135,0.125,0.072,0.294,0.184,0.054,0.185,0.096,0.259,0.58,0.268,0.882,0.466,0.503,0.987
K16196,3.029,3.06,5.263,3.385,5.524,14.594,3.709,3.183,15.118,9.957,20.392,8.461,10.573,13.832,9.452,8.553,0.955,0.379,1.644,1.271,0.809,1.114,0.891,2.066,339.853,1402.045,691.759,730.15,1.035,2.17,1.652,5.432,15.101,20.069,23.988,15.732,15.017,7.259,7.074,11.172,14.493,29.827,14.239,15.107
K16197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K16199,0.275,0.268,0.384,0.148,0.119,0.488,0.263,0.384,0.483,0.265,0.47,0.533,0.492,0.971,0.295,0.578,0.107,0.257,0.2,0.307,0.141,0.025,0.102,0.754,2.542,0.899,1.887,0.611,0.473,0.483,0.394,1.219,0.98,1.202,1.318,0.471,1.695,2.011,2.668,2.038,2.117,2.023,1.867,1.878
K16200,0.052,0.173,0.254,0,0.19,0,0.141,0,0.197,0.047,0.063,0.108,0.083,0.252,0.104,0.253,0.197,0.064,0.118,0.16,0.05,0.299,0.137,0.064,1.021,0.22,0.111,0.285,0.169,0.065,0.334,0.821,0.419,0.834,0.519,0.128,0.124,1.224,0.575,2.001,1.627,0.503,0.806,0.92
K16201,0.067,0.298,0.389,0.351,0.032,0.205,0.397,0.211,0.272,0.525,0.413,0.155,0.529,0.627,0.34,0.799,0.252,0.193,0.196,0,0.092,0.208,0.063,0.233,1.708,1.122,1.73,0.66,0.375,0.351,0.818,1.797,0.366,1.594,1.368,0.496,0.196,2.365,1.332,1.587,2.078,2.736,1.196,3.342
K16202,0.514,0.066,0.204,0.469,0.103,0.323,0.364,0.701,0.393,0.316,0.275,0.195,0.481,0.364,0.319,0.715,0.088,0.105,0.306,0.379,0.337,0.247,0.093,0.524,2.034,0.573,1.027,0.285,0.318,0.772,0.489,3.095,0.507,0.318,1.379,0.617,0.763,1.224,1.621,1.258,1.171,2.286,1.124,2.769
K16203,7.934,8.894,16.931,16.488,20.078,28.441,15.415,28.926,13.612,14.97,14.208,18.235,34.82,19.972,18.614,32.677,12.843,12.35,10.211,20.601,7.92,9.624,11.136,54.928,103.244,62.573,95.956,25.537,23.499,7.365,11.826,38.11,17.383,14.578,15.761,16.772,23.547,31.575,89.221,41.796,38.193,45.147,95.581,41.66
K16209,0,0.109,0.39,0.15,0.232,0.479,2.807,1.336,0,0,0.031,0,0,0.038,0,0.186,0,0.048,0.262,0.13,0.012,0,0.044,0.086,0,0.236,0,0.11,0,0,0,0,0.071,0.016,0.41,0.034,0,0,0,0,0,0,0,0
K16210,36.881,5.923,20.309,67.515,40.14,83,30.219,70.33,34.997,41.064,30.816,52.281,30.153,29.144,16.712,29.317,8.207,87.428,7.629,17.324,8.532,5.97,28.481,17.345,6.459,16.462,9.66,16.69,85.514,9.537,5.282,14.889,9.185,11.706,21.426,40.591,28.085,11.02,6.971,10.281,9.98,17.241,8.593,13.874
